Distances between estimated and original density matrices using various distances:

Number of purity values tried = 2000
Number of density matrices per purity parameter = 500
Total number of measurements for each of X, Y and Z = 500

PURITY, 	OPERATOR, 	TRACE, 		FIDELITY, 	NON PHYSICAL
0.12650,	0.15715,	0.22225, 	0.19635, 	0.00000
0.12700,	0.15541,	0.21979, 	0.19432, 	0.00000
0.12750,	0.15768,	0.22300, 	0.19661, 	0.00000
0.12800,	0.15627,	0.22101, 	0.19478, 	0.00000
0.12850,	0.15723,	0.22236, 	0.19582, 	0.00000
0.12900,	0.16069,	0.22725, 	0.19936, 	0.00000
0.12950,	0.16003,	0.22632, 	0.19858, 	0.00000
0.13000,	0.16165,	0.22860, 	0.20018, 	0.00000
0.13050,	0.15984,	0.22605, 	0.19792, 	0.00000
0.13100,	0.15852,	0.22418, 	0.19623, 	0.00000
0.13150,	0.16079,	0.22739, 	0.19860, 	0.00000
0.13200,	0.15784,	0.22321, 	0.19524, 	0.00000
0.13250,	0.16123,	0.22801, 	0.19861, 	0.00000
0.13300,	0.16264,	0.23001, 	0.20006, 	0.00000
0.13350,	0.15973,	0.22590, 	0.19678, 	0.00000
0.13400,	0.16302,	0.23055, 	0.20024, 	0.00000
0.13450,	0.16025,	0.22663, 	0.19695, 	0.00000
0.13500,	0.16135,	0.22818, 	0.19811, 	0.00000
0.13550,	0.16208,	0.22922, 	0.19865, 	0.00000
0.13600,	0.16035,	0.22677, 	0.19664, 	0.00000
0.13650,	0.16171,	0.22869, 	0.19789, 	0.00000
0.13700,	0.16325,	0.23087, 	0.19943, 	0.00000
0.13750,	0.16303,	0.23056, 	0.19912, 	0.00000
0.13800,	0.16155,	0.22847, 	0.19722, 	0.00000
0.13850,	0.16602,	0.23478, 	0.20195, 	0.00000
0.13900,	0.16284,	0.23029, 	0.19824, 	0.00000
0.13950,	0.16091,	0.22756, 	0.19612, 	0.00000
0.14000,	0.16310,	0.23066, 	0.19813, 	0.00000
0.14050,	0.16602,	0.23479, 	0.20131, 	0.00000
0.14100,	0.16498,	0.23332, 	0.19994, 	0.00000
0.14150,	0.16550,	0.23406, 	0.20034, 	0.00000
0.14200,	0.16392,	0.23182, 	0.19843, 	0.00000
0.14250,	0.16678,	0.23587, 	0.20149, 	0.00000
0.14300,	0.16461,	0.23280, 	0.19886, 	0.00000
0.14350,	0.16695,	0.23610, 	0.20117, 	0.00000
0.14400,	0.16445,	0.23257, 	0.19841, 	0.00000
0.14450,	0.16595,	0.23469, 	0.19990, 	0.00000
0.14500,	0.17005,	0.24048, 	0.20409, 	0.00000
0.14550,	0.16915,	0.23922, 	0.20297, 	0.00000
0.14600,	0.16701,	0.23619, 	0.20054, 	0.00000
0.14650,	0.16568,	0.23431, 	0.19892, 	0.00000
0.14700,	0.16612,	0.23493, 	0.19924, 	0.00000
0.14750,	0.16820,	0.23787, 	0.20140, 	0.00000
0.14800,	0.16770,	0.23717, 	0.20059, 	0.00000
0.14850,	0.16663,	0.23565, 	0.19937, 	0.00000
0.14900,	0.16780,	0.23731, 	0.20052, 	0.00000
0.14950,	0.16842,	0.23818, 	0.20100, 	0.00000
0.15000,	0.16718,	0.23643, 	0.19936, 	0.00000
0.15050,	0.17214,	0.24344, 	0.20469, 	0.00000
0.15100,	0.16669,	0.23574, 	0.19861, 	0.00000
0.15150,	0.16990,	0.24027, 	0.20200, 	0.00000
0.15200,	0.16955,	0.23978, 	0.20142, 	0.00000
0.15250,	0.17110,	0.24197, 	0.20289, 	0.00000
0.15300,	0.17125,	0.24218, 	0.20292, 	0.00000
0.15350,	0.17115,	0.24204, 	0.20268, 	0.00000
0.15400,	0.17181,	0.24298, 	0.20330, 	0.00000
0.15450,	0.17009,	0.24054, 	0.20120, 	0.00000
0.15500,	0.17394,	0.24599, 	0.20524, 	0.00000
0.15550,	0.17320,	0.24494, 	0.20428, 	0.00000
0.15600,	0.17273,	0.24427, 	0.20351, 	0.00000
0.15650,	0.17245,	0.24388, 	0.20324, 	0.00000
0.15700,	0.17227,	0.24363, 	0.20285, 	0.00000
0.15750,	0.17289,	0.24451, 	0.20337, 	0.00000
0.15800,	0.17338,	0.24520, 	0.20375, 	0.00000
0.15850,	0.17246,	0.24389, 	0.20258, 	0.00000
0.15900,	0.17459,	0.24691, 	0.20469, 	0.00000
0.15950,	0.17569,	0.24847, 	0.20581, 	0.00000
0.16000,	0.17679,	0.25002, 	0.20685, 	0.00000
0.16050,	0.17419,	0.24634, 	0.20390, 	0.00000
0.16100,	0.17498,	0.24746, 	0.20459, 	0.00000
0.16150,	0.17432,	0.24653, 	0.20368, 	0.00000
0.16200,	0.17449,	0.24677, 	0.20376, 	0.00000
0.16250,	0.17366,	0.24559, 	0.20274, 	0.00000
0.16300,	0.17277,	0.24433, 	0.20173, 	0.00000
0.16350,	0.17401,	0.24609, 	0.20281, 	0.00000
0.16400,	0.17486,	0.24728, 	0.20360, 	0.00000
0.16450,	0.17635,	0.24939, 	0.20496, 	0.00000
0.16500,	0.17665,	0.24982, 	0.20519, 	0.00000
0.16550,	0.17766,	0.25126, 	0.20612, 	0.00000
0.16600,	0.17548,	0.24816, 	0.20369, 	0.00000
0.16650,	0.17433,	0.24653, 	0.20225, 	0.00000
0.16700,	0.17600,	0.24891, 	0.20397, 	0.00000
0.16750,	0.17676,	0.24997, 	0.20462, 	0.00000
0.16800,	0.17694,	0.25023, 	0.20468, 	0.00000
0.16850,	0.17906,	0.25323, 	0.20689, 	0.00000
0.16900,	0.17647,	0.24957, 	0.20386, 	0.00000
0.16950,	0.17657,	0.24971, 	0.20393, 	0.00000
0.17000,	0.17887,	0.25295, 	0.20616, 	0.00000
0.17050,	0.17539,	0.24804, 	0.20229, 	0.00000
0.17100,	0.17668,	0.24986, 	0.20362, 	0.00000
0.17150,	0.17699,	0.25030, 	0.20376, 	0.00000
0.17200,	0.17776,	0.25140, 	0.20449, 	0.00000
0.17250,	0.17802,	0.25177, 	0.20466, 	0.00000
0.17300,	0.17654,	0.24967, 	0.20289, 	0.00000
0.17350,	0.17951,	0.25386, 	0.20589, 	0.00000
0.17400,	0.18004,	0.25461, 	0.20641, 	0.00000
0.17450,	0.18024,	0.25489, 	0.20645, 	0.00000
0.17500,	0.17902,	0.25318, 	0.20502, 	0.00000
0.17550,	0.18100,	0.25598, 	0.20699, 	0.00000
0.17600,	0.17933,	0.25360, 	0.20508, 	0.00000
0.17650,	0.17767,	0.25127, 	0.20321, 	0.00000
0.17700,	0.17754,	0.25109, 	0.20294, 	0.00000
0.17750,	0.18199,	0.25737, 	0.20752, 	0.00000
0.17800,	0.17794,	0.25165, 	0.20308, 	0.00000
0.17850,	0.17907,	0.25324, 	0.20419, 	0.00000
0.17900,	0.17992,	0.25444, 	0.20499, 	0.00000
0.17950,	0.17959,	0.25397, 	0.20448, 	0.00000
0.18000,	0.17936,	0.25365, 	0.20412, 	0.00000
0.18050,	0.18153,	0.25672, 	0.20628, 	0.00000
0.18100,	0.17985,	0.25435, 	0.20432, 	0.00000
0.18150,	0.17932,	0.25360, 	0.20366, 	0.00000
0.18200,	0.17890,	0.25300, 	0.20315, 	0.00000
0.18250,	0.17949,	0.25384, 	0.20368, 	0.00000
0.18300,	0.18282,	0.25855, 	0.20695, 	0.00000
0.18350,	0.18098,	0.25594, 	0.20492, 	0.00000
0.18400,	0.18119,	0.25624, 	0.20506, 	0.00000
0.18450,	0.18197,	0.25735, 	0.20578, 	0.00000
0.18500,	0.18132,	0.25643, 	0.20492, 	0.00000
0.18550,	0.18264,	0.25829, 	0.20622, 	0.00000
0.18600,	0.18064,	0.25546, 	0.20396, 	0.00000
0.18650,	0.18349,	0.25950, 	0.20679, 	0.00000
0.18700,	0.18322,	0.25911, 	0.20641, 	0.00000
0.18750,	0.18165,	0.25689, 	0.20467, 	0.00000
0.18800,	0.18156,	0.25676, 	0.20444, 	0.00000
0.18850,	0.18123,	0.25630, 	0.20396, 	0.00000
0.18900,	0.18145,	0.25660, 	0.20413, 	0.00000
0.18950,	0.18227,	0.25777, 	0.20486, 	0.00000
0.19000,	0.18150,	0.25668, 	0.20390, 	0.00000
0.19050,	0.18351,	0.25952, 	0.20593, 	0.00000
0.19100,	0.18137,	0.25649, 	0.20357, 	0.00000
0.19150,	0.18425,	0.26058, 	0.20649, 	0.00000
0.19200,	0.17975,	0.25421, 	0.20162, 	0.00000
0.19250,	0.18238,	0.25793, 	0.20427, 	0.00000
0.19300,	0.18128,	0.25637, 	0.20304, 	0.00000
0.19350,	0.17839,	0.25228, 	0.19989, 	0.00000
0.19400,	0.18135,	0.25647, 	0.20286, 	0.00000
0.19450,	0.18362,	0.25967, 	0.20510, 	0.00000
0.19500,	0.18285,	0.25858, 	0.20424, 	0.00000
0.19550,	0.18248,	0.25806, 	0.20367, 	0.00000
0.19600,	0.18311,	0.25896, 	0.20423, 	0.00000
0.19650,	0.18331,	0.25924, 	0.20435, 	0.00000
0.19700,	0.18324,	0.25915, 	0.20417, 	0.00000
0.19750,	0.18248,	0.25807, 	0.20327, 	0.00000
0.19800,	0.18408,	0.26033, 	0.20480, 	0.00000
0.19850,	0.18128,	0.25637, 	0.20181, 	0.00000
0.19900,	0.18284,	0.25857, 	0.20326, 	0.00000
0.19950,	0.18588,	0.26287, 	0.20632, 	0.00000
0.20000,	0.18236,	0.25790, 	0.20257, 	0.00000
0.20050,	0.18158,	0.25680, 	0.20167, 	0.00000
0.20100,	0.18126,	0.25634, 	0.20122, 	0.00000
0.20150,	0.18240,	0.25795, 	0.20233, 	0.00000
0.20200,	0.18330,	0.25922, 	0.20319, 	0.00000
0.20250,	0.18103,	0.25601, 	0.20068, 	0.00000
0.20300,	0.18387,	0.26004, 	0.20352, 	0.00000
0.20350,	0.18475,	0.26128, 	0.20431, 	0.00000
0.20400,	0.18333,	0.25927, 	0.20275, 	0.00000
0.20450,	0.18303,	0.25884, 	0.20233, 	0.00000
0.20500,	0.18396,	0.26015, 	0.20320, 	0.00000
0.20550,	0.18247,	0.25805, 	0.20152, 	0.00000
0.20600,	0.18502,	0.26165, 	0.20408, 	0.00000
0.20650,	0.18311,	0.25895, 	0.20199, 	0.00000
0.20700,	0.18206,	0.25747, 	0.20084, 	0.00000
0.20750,	0.18122,	0.25628, 	0.19987, 	0.00000
0.20800,	0.18511,	0.26178, 	0.20379, 	0.00000
0.20850,	0.18454,	0.26098, 	0.20306, 	0.00000
0.20900,	0.18413,	0.26040, 	0.20255, 	0.00000
0.20950,	0.18406,	0.26031, 	0.20241, 	0.00000
0.21000,	0.18353,	0.25955, 	0.20177, 	0.00000
0.21050,	0.18336,	0.25931, 	0.20145, 	0.00000
0.21100,	0.18236,	0.25790, 	0.20034, 	0.00000
0.21150,	0.18335,	0.25929, 	0.20127, 	0.00000
0.21200,	0.18348,	0.25949, 	0.20129, 	0.00000
0.21250,	0.18278,	0.25849, 	0.20048, 	0.00000
0.21300,	0.18300,	0.25880, 	0.20060, 	0.00000
0.21350,	0.18481,	0.26136, 	0.20238, 	0.00000
0.21400,	0.18268,	0.25834, 	0.20005, 	0.00000
0.21450,	0.18189,	0.25723, 	0.19917, 	0.00000
0.21500,	0.18328,	0.25920, 	0.20050, 	0.00000
0.21550,	0.18635,	0.26354, 	0.20359, 	0.00000
0.21600,	0.18182,	0.25714, 	0.19884, 	0.00000
0.21650,	0.18284,	0.25857, 	0.19979, 	0.00000
0.21700,	0.18302,	0.25883, 	0.19991, 	0.00000
0.21750,	0.18499,	0.26162, 	0.20182, 	0.00000
0.21800,	0.18311,	0.25896, 	0.19983, 	0.00000
